"","id","barren","decforest","egforest","fen","littoral","lowshrub","mixforest","openshrub","sparseveg","tallshrub","tundra","tussock","water","woodland","elev","observer","second_observer","date","start_time","tempf","sky","wind","hear","noise_distance_m","noise_direction","julian","min_after_sun","year"
"236","COUN_C5_T14_18",0.017357762777242,0,0,0,0,0.0540019286403086,0,0,0.038572806171649,0.528447444551591,0.335583413693346,0.0260366441658631,0,0,189.823607191738,"KW","MG","2021-05-16","09:18:00","44","0",3,0,NA,NA,136,221,2021
"237","COUN_C5_T14_19",0,0,0,0,0,0.0944123314065511,0,0,0.0250481695568401,0.116570327552987,0.552023121387283,0.211946050096339,0,0,238.371788257154,"KW","MG","2021-05-16","07:27:00","33.4","0",8,1,NA,NA,136,110,2021
"238","COUN_C5_T14_22",0,0,0,0.00769971126082772,0,0.0818094321462945,0,0.00481231953801732,0.0221366698748797,0.523580365736285,0.359961501443696,0,0,0,219.808629923847,"KW","MG","2021-05-16","09:43:00","44","0",2,0,NA,NA,136,246,2021
"239","COUN_C5_T14_25",0,0,0,0,0,0.124643196955281,0,0.00285442435775452,0,0.647002854424358,0.167459562321598,0.0580399619410086,0,0,239.255960661475,"KW","MG","2021-05-16","10:15:00","48","0",1,0,NA,NA,136,278,2021
"240","COUN_C5_T14_26",0,0,0,0,0,0.107588856868396,0,0.115273775216138,0.0384245917387128,0.111431316042267,0.544668587896254,0.0826128722382325,0,0,223.493387813283,"KW","MG","2021-05-16","06:00:00","33","0",6,0,NA,NA,136,23,2021
"241","COUN_C5_T14_27",0,0,0.0318532818532819,0.128378378378378,0,0.0299227799227799,0,0.313706563706564,0.0444015444015444,0.0530888030888031,0.295366795366795,0.0482625482625483,0,0.055019305019305,138.376523537854,"KW","MG","2021-05-16","06:54:00","33.5","0",3.7,0,NA,NA,136,77,2021
"242","COUN_C5_T14_28",0,0,0,0.039047619047619,0,0.0733333333333333,0,0.0714285714285714,0,0.717142857142857,0.060952380952381,0.0380952380952381,0,0,191.704104991757,"KW","MG","2021-05-16","05:06:00","34","0",3,1,2,"232",136,-31,2021
"243","COUN_C5_T14_29",0.0019047619047619,0,0.00285714285714286,0.0695238095238095,0,0.0476190476190476,0.00571428571428571,0.181904761904762,0.0114285714285714,0.666666666666667,0.00476190476190476,0,0,0.00761904761904762,210.117023777523,"KW","MG","2021-05-16","06:25:00","34","0",2,0,NA,NA,136,48,2021
"244","COUN_C5_T20_1",0.0891658676893576,0,0,0,0,0.00575263662511985,0,0,0.0239693192713327,0.00767018216682646,0.410354745925216,0,0.463087248322148,0,180.397721900984,"MG","KW","2021-07-15","08:28:00","49","2",7,3,20,"S",196,198,2021
"245","COUN_C5_T20_11",0.00958772770853308,0,0,0,0,0.0268456375838926,0,0,0.00575263662511985,0.0939597315436242,0.851390220517737,0.012464046021093,0,0,74.2168377675755,"MG","KW","2021-07-15","05:19:00","50","2",8,1,950,"S",196,9,2021
"246","COUN_C5_T20_13",0.00192307692307692,0,0.0567307692307692,0.0182692307692308,0,0.0134615384615385,0,0.0586538461538462,0.0259615384615385,0.00480769230769231,0.811538461538462,0.00576923076923077,0,0.00288461538461538,99.6400967793727,"MG","KW","2021-07-15","06:38:00","49","2",4,0,NA,NA,196,88,2021
"247","COUN_C5_T20_14",0,0,0,0,0,0.00286806883365201,0,0,0,0.0200764818355641,0.959847036328872,0.017208413001912,0,0,59.070705311883,"MG","KW","2021-07-15","05:44:00","50","2",5,0,NA,NA,196,34,2021
"248","COUN_C5_T20_17",0,0,0,0,0,0.00575815738963532,0,0.00383877159309021,0,0.0614203454894434,0.911708253358925,0.017274472168906,0,0,89.6033073005866,"MG","KW","2021-07-15","06:10:00","50","2",6,0,NA,NA,196,60,2021
"249","COUN_C5_T20_2",0,0,0,0,0,0.0211946050096339,0,0,0.0491329479768786,0.107899807321773,0.803468208092486,0.0183044315992293,0,0,209.556813754561,"MG","KW","2021-07-15","07:57:00","51","2",5,0,NA,NA,196,167,2021
"250","COUN_C5_T20_4",0.112176414189837,0,0.00383509108341323,0.0230105465004794,0.0220517737296261,0.0115052732502397,0.000958772770853308,0.00191754554170662,0.0354745925215724,0.0345158197507191,0.395014381591563,0,0.35953978906999,0,339.83025328448,"MG","KW","2021-07-15","09:10:00","49","2",8,2,120,"S",196,240,2021
"251","COUN_C5_T20_5",0,0,0,0,0,0,0,0.00959692898272553,0.00191938579654511,0.00767754318618042,0.964491362763916,0.0163147792706334,0,0,137.00513664614,"MG","KW","2021-07-15","07:31:00","50","2",9,1,NA,NA,196,141,2021
"252","COUN_C5_T20_7",0.00571973307912297,0,0.00190657769304099,0.00476644423260248,0.00953288846520496,0.0333651096282174,0,0,0.0219256434699714,0.0819828408007626,0.774070543374643,0.0133460438512869,0.0533841754051478,0,91.0038761074949,"MG","KW","2021-07-15","04:45:00","50","2",8,1,600,"S",196,-25,2021
"253","COUN_C5_T20_9",0,0,0,0,0,0.00675024108003857,0,0,0.0135004821600771,0.0597878495660559,0.886210221793636,0.0337512054001929,0,0,139.497376874512,"MG","KW","2021-07-15","07:03:00","50","2",5,1,NA,NA,196,113,2021
"254","K3_T12_14",0,0,0,0.00950570342205323,0.00190114068441065,0.113117870722433,0,0.00475285171102662,0.000950570342205323,0.061787072243346,0.769011406844107,0.0332699619771863,0,0.00570342205323194,109.997454611022,"MG","MH","2022-06-12","07:25:00","39","1",3,1,NA,NA,163,180,2022
"255","K3_T12_16",0.00383141762452107,0,0,0.0028735632183908,0,0.0986590038314176,0,0,0.00574712643678161,0.0201149425287356,0.861111111111111,0,0,0.00766283524904215,149.817741983518,"MG","MH","2022-06-12","08:00:00","40","1",8,2,NA,NA,163,215,2022
"256","K3_T12_17",0,0,0,0,0,0.252399232245681,0,0,0,0.0191938579654511,0.724568138195777,0.00383877159309021,0,0,237.497168654765,"MG","MH","2022-06-12","06:55:00","37","1",6,2,NA,NA,163,150,2022
"257","K3_T12_19",0.0355086372360845,0.00671785028790787,0,0,0,0.0614203454894434,0,0,0.0326295585412668,0.0412667946257198,0.822456813819578,0,0,0,355.079761901898,"MG","MH","2022-06-12","08:50:00","41","1",6,2,NA,NA,163,265,2022
"258","K3_T12_21",0.00288184438040346,0,0,0,0,0.0172910662824208,0,0,0.0826128722382325,0.0220941402497598,0.867435158501441,0.00768491834774256,0,0,459.481598102343,"MG","MH","2022-06-12","09:25:00","41","2",8,2,NA,NA,163,300,2022
"259","K3_T22_15",0.027592768791627,0,0.00285442435775452,0.00380589914367269,0,0.346336822074215,0.00190294957183635,0.00285442435775452,0.0951474785918173,0.0723120837297812,0.350142721217888,0.0970504281636537,0,0,364.731829162379,"MG","SA","2022-06-17","10:02:00","54","2",2,0,NA,NA,168,342,2022
"260","K3_T22_16",0.00192307692307692,0,0.00480769230769231,0.00673076923076923,0,0.0682692307692308,0.00480769230769231,0.00673076923076923,0.00865384615384615,0.464423076923077,0.394230769230769,0.0365384615384615,0.00288461538461538,0,257.182332412964,"MG","SA","2022-06-17","07:37:00","51","2",0,0,NA,NA,168,197,2022
"261","K3_T22_19",0,0.0153846153846154,0,0,0,0.00288461538461538,0.00384615384615385,0,0,0.572115384615385,0.390384615384615,0.0153846153846154,0,0,219.142323581828,"MG","SA","2022-06-17","08:18:00","54","2",0,0,NA,NA,168,238,2022
"262","K3_T22_22",0.00191570881226054,0.028735632183908,0,0,0,0.0277777777777778,0,0,0.0574712643678161,0.314176245210728,0.561302681992337,0.00862068965517241,0,0,160.174615689625,"MG","SA","2022-06-17","09:17:00","54","2",0,0,NA,NA,168,297,2022
"263","K3_T28_12",0.167630057803468,0,0.00192678227360308,0.00674373795761079,0,0.0211946050096339,0,0.010597302504817,0.15028901734104,0.300578034682081,0.270712909441233,0.0597302504816956,0,0.010597302504817,113.897007535109,"MG","SA","2022-06-16","09:30:00","43","1",9,2,NA,NA,167,310,2022
"264","K3_T28_13",0,0,0,0,0,0.0256653992395437,0,0,0,0.346958174904943,0.521863117870722,0.105513307984791,0,0,14.7127024051887,"MG","SA","2022-06-16","07:45:00","41","1",3,0,NA,NA,167,205,2022
"265","K3_T28_14",0,0,0,0,0,0.0614793467819404,0,0,0.00576368876080692,0.300672430355427,0.505283381364073,0.126801152737752,0,0,16.7262667636821,"MG","SA","2022-06-16","10:00:00","44","1",4,0,NA,NA,167,340,2022
"266","K3_T28_19",0.204042348411935,0.00192492781520693,0,0,0,0.0163618864292589,0,0,0.288739172281039,0.126082771896054,0.351299326275265,0.0115495668912416,0,0,18.1040349027772,"MG","SA","2022-06-16","10:42:00","48","2",1,0,NA,NA,167,382,2022
"267","K3_T28_22",0.168744007670182,0,0,0.00287631831255992,0,0.0115052732502397,0.00191754554170662,0.00383509108341323,0.571428571428571,0.11313518696069,0.111217641418984,0.0153403643336529,0,0,13.0916584168483,"MG","SA","2022-06-16","11:18:00","50","1",0,0,NA,NA,167,418,2022
"268","K3_T28_8",0.0192307692307692,0,0,0,0,0.00288461538461538,0,0.0278846153846154,0.0913461538461538,0.540384615384615,0.260576923076923,0.0576923076923077,0,0,24.1899589401711,"MG","SA","2022-06-16","08:20:00","40","1",7,1,NA,NA,167,240,2022
"269","K4_T16_13",0,0,0,0,0,0.0144092219020173,0.00288184438040346,0.00192122958693564,0,0.900096061479347,0.0768491834774256,0.00384245917387128,0,0,29.2453476892772,"MG","MH","2022-06-04","06:35:00","46","0",0,0,NA,NA,155,114,2022
"270","K4_T16_14",0,0.000956022944550669,0.00669216061185468,0.00478011472275335,0,0.00286806883365201,0.180688336520076,0.00382409177820268,0.00573613766730402,0.604206500956023,0.136711281070746,0.00191204588910134,0,0.0516252390057361,26.948810960134,"MG","MH","2022-06-04","07:25:00","50","0",0,1,450,"NW",155,164,2022
"271","K4_T16_15",0.0556621880998081,0.00383877159309021,0.027831094049904,0.0124760076775432,0,0.0115163147792706,0.104606525911708,0.0249520153550864,0.00671785028790787,0.261036468330134,0.333973128598848,0.0143953934740883,0,0.14299424184261,30.6521774591679,"MG","MH","2022-06-04","08:30:00","56","1",1,0,NA,NA,155,229,2022
"272","K4_T16_16",0.100289296046287,0,0,0.00289296046287367,0,0.0482160077145612,0,0.000964320154291225,0.179363548698168,0.0549662487945998,0.585342333654773,0.0279652844744455,0,0,43.5877529425592,"MG","MH","2022-06-04","09:30:00","64","1",0,0,NA,NA,155,289,2022
"273","K4_T16_17",0.0452793834296724,0,0,0.00578034682080925,0,0.023121387283237,0.0269749518304432,0.00385356454720617,0.0645472061657033,0.33718689788054,0.485549132947977,0.00481695568400771,0,0.00289017341040462,18.241444144415,"MG","MH","2022-06-04","10:20:00","58","0",3,0,NA,NA,155,339,2022
"274","K4_T16_20",0.00191754554170662,0.00767018216682646,0,0,0,0.0105465004793864,0.0795781399808245,0,0.0699904122722915,0.220517737296261,0.60882070949185,0.000958772770853308,0,0,241.710449224823,"MG","MH","2022-06-04","11:25:00","66","0",4,1,225,"S",155,404,2022
"275","K4_T22_11",0.0421455938697318,0,0.00766283524904215,0.0191570881226054,0,0.0153256704980843,0.00574712643678161,0.0229885057471264,0.158045977011494,0.024904214559387,0.636973180076628,0.0498084291187739,0,0.0172413793103448,209.136316952435,"MG","MH","2022-05-30","11:50:00","57","0",5,2,NA,NA,150,416,2022
"276","K4_T22_13",0.0651965484180249,0.00479386385426654,0.0201342281879195,0,0,0.0345158197507191,0.0316395014381592,0.0220517737296261,0.271332694151486,0.330776605944391,0.163950143815916,0.0325982742090125,0,0.0230105465004794,169.876736074078,"MG","MH","2022-05-30","08:06:00","45","0",10,2,NA,NA,150,192,2022
"277","K4_T22_16",0.0432276657060519,0,0,0,0,0.101825168107589,0,0.0124879923150817,0.327569644572526,0.010566762728146,0.481268011527378,0.0192122958693564,0,0.00384245917387128,146.742539932184,"MG","MH","2022-05-30","12:40:00","62","0",3,2,NA,NA,150,466,2022
"278","K4_T22_2",0.00285442435775452,0,0,0,0,0.0180780209324453,0,0,0.09895337773549,0.0228353948620362,0.825880114176974,0.0313986679352997,0,0,99.447778668653,"MG","MH","2022-05-30","09:45:00","53","0",10,2,NA,NA,150,291,2022
"279","K4_T22_4",0.00957854406130268,0,0,0,0,0.0383141762452107,0,0,0.10632183908046,0.0862068965517241,0.700191570881226,0.0593869731800766,0,0,69.0698212846013,"MG","MH","2022-05-30","10:24:00","55","0",8,2,NA,NA,150,330,2022
"280","K4_T22_5",0.0180780209324453,0,0,0,0,0.127497621313035,0,0.00190294957183635,0.41674595623216,0.0371075166508088,0.381541389153187,0.0152235965746908,0,0.00190294957183635,107.176010180436,"MG","MH","2022-05-30","09:12:00","49","0",14,3,NA,NA,150,258,2022
"281","K4_T22_7",0.165225744476465,0,0.0115273775216138,0.031700288184438,0,0.0854947166186359,0.0432276657060519,0.0393852065321806,0.177713736791547,0.0393852065321806,0.24687800192123,0.0749279538904899,0,0.0845341018251681,124.075701501819,"MG","MH","2022-05-30","10:56:00","50","0",9,2,NA,NA,150,362,2022
"282","K4_T22_9",0.0887174541947927,0,0,0,0,0.1099324975892,0,0,0.523625843780135,0,0.261330761812922,0.0163934426229508,0,0,174.070742930576,"MG","MH","2022-05-30","08:40:00","46","0",11,2,NA,NA,150,226,2022
"283","K5_T16_12",0,0,0,0.00192307692307692,0,0.118269230769231,0,0.0288461538461538,0.00576923076923077,0.436538461538462,0.363461538461538,0.0451923076923077,0,0,205.931761341508,"MG","MH","2022-06-03","09:03:00","54","1",3,0,NA,NA,154,259,2022
"284","K5_T16_13",0.0352045670789724,0,0.00190294957183635,0.0114176974310181,0,0.0247383444338725,0.104662226450999,0.0504281636536632,0.0780209324452902,0.360608943862988,0.194100856327307,0.0409134157944814,0,0.0980019029495718,44.2157556518442,"MG","MH","2022-06-03","11:38:00","60","1",1,0,NA,NA,154,414,2022
"285","K5_T16_15",0.00384985563041386,0,0,0.00288739172281039,0,0.0298363811357074,0,0.00577478344562079,0.0365736284889317,0.436958614051973,0.3888354186718,0.095283926852743,0,0,38.0384398730031,"MG","MH","2022-06-03","09:37:00","57","1",2,0,NA,NA,154,293,2022
"286","K5_T16_16",0.0183044315992293,0,0.00192678227360308,0,0,0.0240847784200385,0.0192678227360308,0.0115606936416185,0,0.669556840077071,0.214836223506744,0.010597302504817,0,0.0298651252408478,34.2233987241639,"MG","MH","2022-06-03","10:49:00","60","0",2,0,NA,NA,154,365,2022
"287","K5_T16_19",0.0182341650671785,0,0,0.0297504798464491,0,0.0422264875239923,0,0.0758157389635317,0.0681381957773513,0.367562380038388,0.294625719769674,0.103646833013436,0,0,33.3545276967046,"MG","MH","2022-06-03","10:15:00","59","0",2,0,NA,NA,154,331,2022
"288","K5_T16_6",0,0.00287907869481766,0,0,0,0.0527831094049904,0,0.00191938579654511,0.00383877159309021,0.547024952015355,0.206333973128599,0.185220729366603,0,0,39.5919652585841,"MG","MH","2022-06-03","12:48:00","68","1",2,0,NA,NA,154,484,2022
"289","K5_T16_8",0,0,0,0,0,0.102785782901057,0,0.010566762728146,0,0.239193083573487,0.451488952929875,0.195965417867435,0,0,50.7395501881141,"MG","MH","2022-06-03","08:30:00","54","1",3,0,NA,NA,154,226,2022
"290","K5_T16_9",0,0,0,0,0,0.0297504798464491,0,0.00287907869481766,0.00863723608445298,0.261996161228407,0.595009596928983,0.101727447216891,0,0,61.0007439663686,"MG","MH","2022-06-03","12:10:00","62","1",3,0,NA,NA,154,446,2022
"291","KOUG_1_15_20",0,0,0,0,0,0.00573065902578797,0,0,0,0.110792741165234,0.760267430754537,0.123209169054441,0,0,160.863273121213,"KW","DS","2019-07-13","06:45:00","53","2,3",3,0,1000,"1000",194,102,2019
"292","KOUG_1_15_23",0,0,0,0,0,0.0199809705042816,0,0,0,0.554709800190295,0.393910561370124,0.0313986679352997,0,0,222.393967479737,"KW","DS","2019-07-13","06:09:00","52","2,3",3,0,1000,"1000",194,66,2019
"293","KOUG_1_15_24",0,0,0,0,0,0,0,0,0,0.166826462128476,0.792905081495686,0.0402684563758389,0,0,280.173174658929,"KW","DS","2019-07-13","07:27:00","53","3",1,0,1000,"1000",194,144,2019
"294","KOUG_1_15_26",0,0,0,0,0,0.00671785028790787,0,0,0,0.487523992322457,0.504798464491363,0.000959692898272553,0,0,341.069089710748,"KW","DS","2019-07-13","05:29:00","54","2",2,0,1000,"1000",194,26,2019
"295","KOUG_1_15_27",0,0,0,0,0,0.154658981748319,0,0,0,0.0259365994236311,0.812680115273775,0.00672430355427474,0,0,298.008116994307,"KW","DS","2019-07-13","08:05:00","53","2",4,0,1000,"1000",194,182,2019
"296","KOUG_1_15_29",0,0,0,0,0,0,0,0,0,0.00574712643678161,0.977969348659004,0.0162835249042146,0,0,331.04855559835,"KW","DS","2019-07-13","04:56:00","51","2",4,0,1000,"1000",194,-7,2019
"297","KOUG_1_15_30",0,0,0,0,0,0.00864553314121038,0,0,0,0.48030739673391,0.51104707012488,0,0,0,285.332743795974,"KW","DS","2019-07-13","08:40:00","54","1",4,0,1000,"1000",194,217,2019
"298","KOUG_1_17_1",0,0,0,0,0,0.00578592092574735,0,0,0,0.0144648023143684,0.955641272902604,0.0241080038572806,0,0,265.821019697605,"DS","KW","2019-06-04","08:34:00","50","0",2,0,1000,"1000",155,232,2019
"299","KOUG_1_17_10",0,0,0,0,0,0,0,0,0,0,0.987463837994214,0.0125361620057859,0,0,210.998903637592,"DS","KW","2019-06-04","10:35:00","59","0",5,0,1000,"1000",155,353,2019
"300","KOUG_1_17_11",0,0,0,0,0,0.0105465004793864,0,0,0,0.00479386385426654,0.74209012464046,0.242569511025887,0,0,153.803864478021,"DS","KW","2019-06-04","05:11:00","35","0",2,0,1000,"1000",155,29,2019
"301","KOUG_1_17_14",0,0,0,0,0,0.0248565965583174,0,0,0,0.00286806883365201,0.85755258126195,0.11472275334608,0,0,18.0897488377678,"DS","KW","2019-06-04","04:34:00","36","0",0,0,1000,"1000",155,-8,2019
"302","KOUG_1_17_2",0,0,0,0,0,0.00482625482625483,0,0,0,0,0.942084942084942,0.0530888030888031,0,0,37.2256577072686,"DS","KW","2019-06-04","07:17:00","48","0",0,0,1000,"1000",155,155,2019
"303","KOUG_1_17_3",0,0,0,0,0,0.030622009569378,0,0,0.00191387559808612,0.0248803827751196,0.738755980861244,0.203827751196172,0,0,40.8606632067511,"DS","KW","2019-06-04","09:22:00","53","0",6,0,1000,"1000",155,280,2019
"304","KOUG_1_17_4",0,0,0,0,0,0.00383509108341323,0,0,0,0.00191754554170662,0.951102588686481,0.0431447746883988,0,0,50.5993029550397,"DS","KW","2019-06-04","07:56:00","55","0",0,0,1000,"1000",155,194,2019
"305","KOUG_1_17_5",0,0,0,0,0,0,0,0,0,0,0.716073147256978,0.283926852743022,0,0,48.2981663625331,"DS","KW","2019-06-04","06:39:00","43","0",0,0,1000,"1000",155,117,2019
"306","KOUG_1_17_7",0,0,0,0,0,0.0115606936416185,0,0,0,0.0163776493256262,0.901734104046243,0.0703275529865125,0,0,40.6526158344166,"DS","KW","2019-06-04","10:00:00","57","0",5,0,1000,"1000",155,318,2019
"307","KOUG_1_17_8",0,0,0,0,0,0,0,0,0,0.00384985563041386,0.904716073147257,0.0914340712223292,0,0,33.7358866079496,"DS","KW","2019-06-04","05:52:00","40","0",2,0,1000,"1000",155,70,2019
"308","KOUG_1_3_10",0,0,0,0,0,0.146833013435701,0,0,0.0595009596928983,0.0182341650671785,0.771593090211132,0.00383877159309021,0,0,70.2299939567009,"KW","DS","2019-06-03","10:03:00","54","1",3,0,1000,"1000",154,319,2019
"309","KOUG_1_3_11",0.00286806883365201,0,0,0.0267686424474187,0,0.250478011472275,0,0,0.0458891013384321,0.136711281070746,0.532504780114723,0.00478011472275335,0,0,125.335544554103,"KW","DS","2019-06-03","06:47:00","49","2",0,0,1000,"1000",154,123,2019
"310","KOUG_1_3_13",0.0707456978967495,0,0,0.0869980879541109,0,0.108986615678776,0.0382409177820268,0.00191204588910134,0.0965583173996176,0.221797323135755,0.329827915869981,0.0258126195028681,0,0.0191204588910134,28.9337288633675,"KW","DS","2019-06-03","06:18:00","44","1",2,0,1000,"1000",154,94,2019
"311","KOUG_1_3_15",0.0950095969289827,0,0,0.133397312859885,0,0.09021113243762,0.00767754318618042,0.0153550863723608,0.121880998080614,0.267754318618042,0.242802303262956,0.0230326295585413,0,0.00287907869481766,112.774003060711,"KW","DS","2019-06-03","05:24:00","42","1",0,0,70,"45",154,40,2019
"312","KOUG_1_3_17",0.125,0,0,0.0769230769230769,0,0.118269230769231,0.0201923076923077,0,0.00480769230769231,0.279807692307692,0.331730769230769,0.0153846153846154,0,0.0278846153846154,113.561637279364,"KW","DS","2019-06-03","04:41:00","36","1",3,0,30,"0",154,-3,2019
"313","KOUG_1_3_3",0,0,0,0,0,0.214836223506744,0,0,0.023121387283237,0.0154142581888247,0.648362235067437,0.0982658959537572,0,0,113.759212895964,"KW","DS","2019-06-03","08:20:00","53","2",0,0,1000,"1000",154,216,2019
"314","KOUG_1_3_5",0,0,0,0,0,0.0740384615384615,0,0,0,0.0596153846153846,0.803846153846154,0.0625,0,0,125.039671236207,"KW","DS","2019-06-03","08:53:00","48","2",0,0,1000,"1000",154,249,2019
"315","KOUG_1_3_6",0,0,0,0,0,0.384985563041386,0,0,0.00866217516843118,0.0317613089509143,0.508180943214629,0.0664100096246391,0,0,21.4490128185211,"KW","DS","2019-06-03","07:49:00","50","2",0,0,1000,"1000",154,185,2019
"316","KOUG_1_3_7",0,0,0,0,0,0.196737044145873,0,0,0.0921305182341651,0.0124760076775432,0.694817658349328,0.00383877159309021,0,0,31.3004302306607,"KW","DS","2019-06-03","09:30:00","48","2",2,0,1000,"1000",154,286,2019
"317","KOUG_1_3_8",0.0134357005758157,0,0,0.0374280230326296,0,0.0470249520153551,0,0.000959692898272553,0.0556621880998081,0.108445297504798,0.530710172744722,0.206333973128599,0,0,24.7517080135682,"KW","DS","2019-06-03","07:19:00","50","2",2,0,1000,"1000",154,155,2019
"318","KOUG_3_16_1",0.409351145038168,0,0,0,0,0.0448473282442748,0,0,0.498091603053435,0.00190839694656489,0.0458015267175573,0,0,0,24.4374549305257,"KW","DS","2019-07-18","09:00:00","48","3",8,1,160,"259",199,222,2019
"319","KOUG_3_16_10",0,0,0,0,0,0.0183220829315333,0,0,0,0.245901639344262,0.631629701060752,0.104146576663452,0,0,20.2194311035419,"KW","DS","2019-07-18","05:46:00","51","2",0,0,1000,"1000",199,28,2019
"320","KOUG_3_16_11",0.0173076923076923,0,0.00288461538461538,0.00192307692307692,0,0.0153846153846154,0.00961538461538462,0.00288461538461538,0.0480769230769231,0.271153846153846,0.581730769230769,0.0490384615384615,0,0,20.631764935515,"KW","DS","2019-07-18","04:56:00","49","2",2,0,1000,"1000",199,-22,2019
"321","KOUG_3_16_14",0,0.00191021967526266,0,0,0,0.0382043935052531,0,0.000955109837631328,0.000955109837631328,0.0936007640878701,0.707736389684814,0.156638013371538,0,0,18.5525961613536,"KW","DS","2019-07-18","05:20:00","50","2",3,0,1000,"1000",199,2,2019
"322","KOUG_3_16_2",0.495718363463368,0,0,0,0,0.0352045670789724,0,0.00380589914367269,0.392959086584206,0.00190294957183635,0.0704091341579448,0,0,0,33.4994162803384,"KW","DS","2019-07-18","08:34:00","47","3",13,2,1000,"1000",199,196,2019
"323","KOUG_3_16_3",0.467819404418828,0,0,0.00384245917387128,0,0.00960614793467819,0.0682036503362152,0.000960614793467819,0.161383285302594,0.169068203650336,0.037463976945245,0,0,0.0816522574447646,46.5486433490119,"KW","DS","2019-07-18","07:58:00","51","3",1,0,1000,"1000",199,160,2019
"324","KOUG_3_16_4",0,0,0,0,0,0.0114942528735632,0,0.00191570881226054,0.00862068965517241,0.587164750957854,0.328544061302682,0.0622605363984674,0,0,33.5884372119311,"KW","DS","2019-07-18","07:14:00","50","2",0,2,20,"225",199,116,2019
"325","KOUG_3_16_6",0,0,0,0.00764818355640535,0,0.0458891013384321,0.00573613766730402,0.00382409177820268,0.0124282982791587,0.431166347992352,0.387189292543021,0.10038240917782,0,0.00573613766730402,441.03640451734,"KW","DS","2019-07-18","06:45:00","54","2",0,0,1000,"1000",199,87,2019
"326","KOUG_3_16_8",0.00288461538461538,0,0,0,0,0.00384615384615385,0,0,0,0.472115384615385,0.455769230769231,0.0634615384615385,0,0.00192307692307692,326.813577713284,"KW","DS","2019-07-18","06:17:00","50","2",1,0,1000,"1000",199,59,2019
"327","KOUG_3_20_11",0.000958772770853308,0,0.00191754554170662,0.00191754554170662,0,0.0814956855225312,0,0,0.049856184084372,0,0.811121764141898,0.0527325023969319,0,0,273.083100186791,"KW","DS","2019-05-27","09:39:00","56","2",0,0,1000,"1000",147,275,2019
"328","KOUG_3_20_13",0,0.0814956855225312,0,0,0,0.0325982742090125,0,0,0,0.575263662511985,0.307766059443912,0.00287631831255992,0,0,340.180241443823,"KW","DS","2019-05-27","06:57:00","39","2",0,1,400,"180",147,113,2019
"329","KOUG_3_20_16",0.0842911877394636,0,0,0,0,0.124521072796935,0,0,0.217432950191571,0.00383141762452107,0.560344827586207,0.00957854406130268,0,0,317.720056046514,"KW","DS","2019-05-27","09:02:00","50","2",0,0,1000,"1000",147,238,2019
"330","KOUG_3_20_17",0.00191938579654511,0.0143953934740883,0,0,0,0.0719769673704415,0,0,0.333973128598848,0.0595009596928983,0.508637236084453,0.00959692898272553,0,0,289.362945436702,"KW","DS","2019-05-27","07:45:00","42","2",3,0,900,"180",147,161,2019
"331","KOUG_3_20_20",0.270192307692308,0,0,0,0,0.0240384615384615,0,0,0.653846153846154,0.00384615384615385,0.0461538461538462,0.00192307692307692,0,0,386.63513020554,"KW","DS","2019-05-27","08:15:00","47","1",1,0,100,"135",147,191,2019
"332","KOUG_3_20_3",0.00479846449136276,0.0230326295585413,0.000959692898272553,0,0,0.00959692898272553,0.00191938579654511,0,0.0105566218809981,0.662188099808061,0.279270633397313,0.00575815738963532,0.00191938579654511,0,314.423719848402,"KW","DS","2019-05-27","04:57:00","39","2",1,1,300,"180",147,-7,2019
"333","KOUG_3_20_5",0.0838150289017341,0,0,0.0115606936416185,0,0.0500963391136802,0,0.0173410404624277,0.0876685934489403,0.212909441233141,0.497109826589595,0.0394990366088632,0,0,338.637222509464,"KW","DS","2019-05-27","10:43:00","50","2",0,0,1000,"1000",147,339,2019
"334","KOUG_3_20_6",0,0.0162835249042146,0.00766283524904215,0.0153256704980843,0,0.0440613026819923,0.00191570881226054,0.00191570881226054,0.00574712643678161,0.656130268199234,0.242337164750958,0.000957854406130268,0,0.00766283524904215,448.79161023109,"KW","DS","2019-05-27","05:43:00","40","2",0,0,400,"180",147,39,2019
"335","KOUG_3_20_8",0.00289017341040462,0,0,0,0,0.00578034682080925,0,0,0.0298651252408478,0.110789980732177,0.834296724470135,0.0163776493256262,0,0,50.2058053700298,"KW","DS","2019-05-27","10:15:00","42","1",3,0,1000,"1000",147,311,2019
"336","KOUG_3_20_9",0.0077145612343298,0.0077145612343298,0.000964320154291225,0.0144648023143684,0,0.0703953712632594,0,0.00192864030858245,0.0106075216972035,0.558341369334619,0.322082931533269,0.0038572806171649,0,0.00192864030858245,63.7921709725674,"KW","DS","2019-05-27","06:19:00","38","2",1,1,250,"180",147,75,2019
"337","KOUG_3_21_1",0,0,0,0,0,0.147086914995224,0,0,0.000955109837631328,0.0372492836676218,0.793696275071633,0.0210124164278892,0,0,68.6340526697558,"DS","KW","2019-07-14","08:34:00","59","1",1,0,1000,"1000",195,208,2019
"338","KOUG_3_21_11",0.0865384615384615,0.00576923076923077,0.00769230769230769,0.0259615384615385,0.00192307692307692,0.0932692307692308,0.00769230769230769,0.00192307692307692,0.0788461538461538,0.167307692307692,0.478846153846154,0.0144230769230769,0.00192307692307692,0.0278846153846154,50.7931907033209,"DS","KW","2019-07-14","06:41:00","51","2",3,2,200,"121",195,95,2019
